2026-07-17 12:47:30,231 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:49:36,631 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:49:36,748 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:49:43,978 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:49:59,945 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:50:07,341 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:50:10,312 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:50:17,521 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:50:28,882 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:50:36,112 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:50:36,215 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:50:43,552 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:50:45,163 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:50:52,253 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:50:57,230 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:51:04,667 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:51:08,580 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:51:15,991 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:51:16,099 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:51:23,322 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:51:31,343 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:51:38,666 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:51:43,331 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:51:50,631 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:51:54,813 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:52:02,052 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:52:08,615 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:52:15,896 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:52:17,578 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:52:24,737 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:52:26,344 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:52:33,511 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:52:44,648 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:52:51,947 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:52:56,429 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:53:03,685 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:53:09,680 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:53:16,909 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:53:19,164 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:53:26,322 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:53:29,144 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:53:36,527 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:53:44,738 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:53:52,162 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:53:52,264 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:53:59,239 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:54:03,097 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:54:10,096 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:54:17,730 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:54:24,741 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:54:34,133 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:54:41,155 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:57:01,946 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:57:09,113 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:57:20,813 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:57:27,807 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:57:31,965 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:57:39,082 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:57:52,482 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:57:59,530 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:58:14,863 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:58:23,006 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:58:38,047 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:59:04,082 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:59:04,196 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:59:11,633 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:59:11,747 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:59:19,308 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 12:59:37,845 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 12:59:44,971 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 13:00:07,814 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 13:00:15,046 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 13:00:27,878 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 13:00:34,865 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 13:00:41,414 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 13:00:48,557 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 13:01:25,309 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 13:01:32,388 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 13:02:02,345 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 13:02:09,475 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 13:06:22,640 | INFO     | req=test-123 | user=test@example.com | ai_document_search:<module>:11 | smoke test log line
2026-07-17 13:06:22,651 | INFO     | req=test-123 | user=test@example.com | ai_document_search:log_duration:33 | smoke_test_operation completed in 10.1ms
{"timestamp": "2026-07-17T13:06:30+0530", "level": "ERROR", "logger": "ai_document_search", "message": "json smoke test", "request_id": "-", "user_email": "-", "customer_id": "-", "module": "<string>", "function": "<module>", "line": 9, "event": "smoke"}
{"timestamp": "2026-07-17T13:06:30+0530", "level": "ERROR", "logger": "ai_document_search", "message": "exception smoke test with stack trace", "request_id": "-", "user_email": "-", "customer_id": "-", "module": "<string>", "function": "<module>", "line": 13, "exception": "Traceback (most recent call last):\n  File \"<string>\", line 11, in <module>\nValueError: boom\n"}
2026-07-17 13:08:52,632 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 13:09:09,182 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 14:16:35,538 | INFO     | req=- | user=- | ai_document_search:log_shutdown:51 | Application shutdown: AI Document Search
2026-07-17 14:16:51,557 | INFO     | req=- | user=- | ai_document_search:log_startup:38 | Application startup: AI Document Search (environment=development, log_level=DEBUG)
2026-07-17 14:16:56,576 | INFO     | req=ea432de9-4526-4764-978f-3d512d9905e9 | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /users/me
2026-07-17 14:16:56,577 | INFO     | req=80749376-5f3b-456f-b2a4-25008adb68b9 | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /users/me
2026-07-17 14:16:56,577 | INFO     | req=ea432de9-4526-4764-978f-3d512d9905e9 | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /users/me -> 200 in 0.85ms
2026-07-17 14:16:56,578 | INFO     | req=80749376-5f3b-456f-b2a4-25008adb68b9 | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /users/me -> 200 in 0.8ms
2026-07-17 14:16:56,580 | INFO     | req=39c67993-f11d-4001-8f53-ed4ff6cf3793 | user=- | ai_document_search:dispatch:39 | Request started: GET /users/me
2026-07-17 14:16:56,585 | WARNING  | req=39c67993-f11d-4001-8f53-ed4ff6cf3793 | user=- | ai_document_search:get_current_user:69 | Auth failed: JWT decode error (invalid/expired/tampered token)
2026-07-17 14:16:56,586 | INFO     | req=39c67993-f11d-4001-8f53-ed4ff6cf3793 | user=- | ai_document_search:dispatch:68 | Request completed: GET /users/me -> 401 in 6.62ms
2026-07-17 14:16:56,588 | INFO     | req=3e2791af-2cbf-4424-8880-7d2be44ece6a | user=- | ai_document_search:dispatch:39 | Request started: GET /users/me
2026-07-17 14:16:56,589 | WARNING  | req=3e2791af-2cbf-4424-8880-7d2be44ece6a | user=- | ai_document_search:get_current_user:69 | Auth failed: JWT decode error (invalid/expired/tampered token)
2026-07-17 14:16:56,590 | INFO     | req=3e2791af-2cbf-4424-8880-7d2be44ece6a | user=- | ai_document_search:dispatch:68 | Request completed: GET /users/me -> 401 in 2.14ms
2026-07-17 14:17:13,506 | INFO     | req=a237f05c-fc7c-42aa-8e60-b34b548eae24 | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /auth/login
2026-07-17 14:17:13,507 | INFO     | req=a237f05c-fc7c-42aa-8e60-b34b548eae24 | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /auth/login -> 200 in 0.6ms
2026-07-17 14:17:13,508 | INFO     | req=0d76588d-6a79-4343-89e2-034f81ad6c52 | user=- | ai_document_search:dispatch:39 | Request started: POST /auth/login
2026-07-17 14:17:13,778 | INFO     | req=0d76588d-6a79-4343-89e2-034f81ad6c52 | user=- | ai_document_search:login:66 | Login successful — email='saahdev@example.com', role='SUPER_ADMIN'
2026-07-17 14:17:13,779 | INFO     | req=0d76588d-6a79-4343-89e2-034f81ad6c52 | user=- | ai_document_search:dispatch:68 | Request completed: POST /auth/login -> 200 in 271.42ms
2026-07-17 14:17:13,782 | INFO     | req=3787f7f5-8eb2-44fa-ba31-f715cb049a3b | user=- | ai_document_search:dispatch:39 | Request started: GET /users/me
2026-07-17 14:17:13,785 | DEBUG    | req=3787f7f5-8eb2-44fa-ba31-f715cb049a3b | user=saahdev@example.com | ai_document_search:get_current_user:64 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN'
2026-07-17 14:17:13,786 | INFO     | req=3787f7f5-8eb2-44fa-ba31-f715cb049a3b | user=- | ai_document_search:dispatch:68 | Request completed: GET /users/me -> 200 in 3.82ms
2026-07-17 14:17:13,803 | INFO     | req=b699d84b-3f24-4862-920d-c5b60e8121dc | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /customers
2026-07-17 14:17:13,803 | INFO     | req=b699d84b-3f24-4862-920d-c5b60e8121dc | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /customers -> 200 in 0.76ms
2026-07-17 14:17:13,805 | INFO     | req=7ecc34b9-3b70-45ec-b262-3c5e855114a7 | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /customers
2026-07-17 14:17:13,806 | INFO     | req=7ecc34b9-3b70-45ec-b262-3c5e855114a7 | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /customers -> 200 in 0.78ms
2026-07-17 14:17:13,809 | INFO     | req=050da672-ace8-4434-9b5f-30ff9b150185 | user=- | ai_document_search:dispatch:39 | Request started: GET /customers
2026-07-17 14:17:13,814 | DEBUG    | req=050da672-ace8-4434-9b5f-30ff9b150185 | user=saahdev@example.com | ai_document_search:get_current_user:64 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN'
2026-07-17 14:17:13,820 | INFO     | req=050da672-ace8-4434-9b5f-30ff9b150185 | user=- | ai_document_search:dispatch:68 | Request completed: GET /customers -> 200 in 11.22ms
2026-07-17 14:17:13,822 | INFO     | req=1781671f-11b1-42dc-b173-6f2c03f361bf | user=- | ai_document_search:dispatch:39 | Request started: GET /customers
2026-07-17 14:17:13,824 | DEBUG    | req=1781671f-11b1-42dc-b173-6f2c03f361bf | user=saahdev@example.com | ai_document_search:get_current_user:64 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN'
2026-07-17 14:17:13,828 | INFO     | req=1781671f-11b1-42dc-b173-6f2c03f361bf | user=- | ai_document_search:dispatch:68 | Request completed: GET /customers -> 200 in 5.9ms
2026-07-17 14:17:18,005 | INFO     | req=2197a138-e64b-436d-b43c-b0f04c24faca | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /customers/10/documents
2026-07-17 14:17:18,006 | INFO     | req=959041de-f58f-4aff-9b3d-384064ff06f1 | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /customers/10/documents
2026-07-17 14:17:18,006 | INFO     | req=2197a138-e64b-436d-b43c-b0f04c24faca | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /customers/10/documents -> 200 in 1.1ms
2026-07-17 14:17:18,007 | INFO     | req=959041de-f58f-4aff-9b3d-384064ff06f1 | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /customers/10/documents -> 200 in 1.11ms
2026-07-17 14:17:18,008 | INFO     | req=1976bf88-a8c4-4f16-8bf4-5632dd5308f8 | user=- | ai_document_search:dispatch:39 | Request started: GET /customers/10/documents
2026-07-17 14:17:18,011 | DEBUG    | req=1976bf88-a8c4-4f16-8bf4-5632dd5308f8 | user=saahdev@example.com | ai_document_search:get_current_user:64 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN'
2026-07-17 14:17:18,019 | INFO     | req=1976bf88-a8c4-4f16-8bf4-5632dd5308f8 | user=- | ai_document_search:dispatch:68 | Request completed: GET /customers/10/documents -> 200 in 10.84ms
2026-07-17 14:17:18,020 | INFO     | req=259cc89d-ab8d-4968-b176-c8a5e585f2da | user=- | ai_document_search:dispatch:39 | Request started: GET /customers/10/documents
2026-07-17 14:17:18,023 | DEBUG    | req=259cc89d-ab8d-4968-b176-c8a5e585f2da | user=saahdev@example.com | ai_document_search:get_current_user:64 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN'
2026-07-17 14:17:18,028 | INFO     | req=259cc89d-ab8d-4968-b176-c8a5e585f2da | user=- | ai_document_search:dispatch:68 | Request completed: GET /customers/10/documents -> 200 in 7.34ms
2026-07-17 14:19:50,704 | INFO     | req=11f617ca-b27f-40cc-bb7a-f72633e5d8e6 | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /chat/
2026-07-17 14:19:50,705 | INFO     | req=11f617ca-b27f-40cc-bb7a-f72633e5d8e6 | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /chat/ -> 200 in 1.04ms
2026-07-17 14:19:50,708 | INFO     | req=d02d7542-632d-4c05-9e0e-5623bd4ebcce | user=- | ai_document_search:dispatch:39 | Request started: POST /chat/
2026-07-17 14:19:50,711 | WARNING  | req=d02d7542-632d-4c05-9e0e-5623bd4ebcce | user=- | ai_document_search:get_current_user:69 | Auth failed: JWT decode error (invalid/expired/tampered token)
2026-07-17 14:19:50,713 | INFO     | req=d02d7542-632d-4c05-9e0e-5623bd4ebcce | user=- | ai_document_search:dispatch:68 | Request completed: POST /chat/ -> 401 in 5.11ms
2026-07-17 14:20:04,232 | INFO     | req=7732d590-6136-411d-8058-85c90989c46d | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /customers/10/users
2026-07-17 14:20:04,234 | INFO     | req=23f455f8-5838-43f5-93e1-eb6c027a876b | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /customers/10/users
2026-07-17 14:20:04,235 | INFO     | req=7732d590-6136-411d-8058-85c90989c46d | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /customers/10/users -> 200 in 2.13ms
2026-07-17 14:20:04,236 | INFO     | req=23f455f8-5838-43f5-93e1-eb6c027a876b | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /customers/10/users -> 200 in 2.59ms
2026-07-17 14:20:04,237 | INFO     | req=c2d5d178-9042-45b6-b70d-17b6530f140c | user=- | ai_document_search:dispatch:39 | Request started: GET /customers/10/users
2026-07-17 14:20:04,241 | DEBUG    | req=c2d5d178-9042-45b6-b70d-17b6530f140c | user=saahdev@example.com | ai_document_search:get_current_user:64 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN'
2026-07-17 14:20:04,245 | INFO     | req=c2d5d178-9042-45b6-b70d-17b6530f140c | user=- | ai_document_search:dispatch:68 | Request completed: GET /customers/10/users -> 200 in 7.51ms
2026-07-17 14:20:04,246 | INFO     | req=3f1b1dbc-3cd1-4a04-a519-b8cb5cbbfcc8 | user=- | ai_document_search:dispatch:39 | Request started: GET /customers/10/users
2026-07-17 14:20:04,249 | DEBUG    | req=3f1b1dbc-3cd1-4a04-a519-b8cb5cbbfcc8 | user=saahdev@example.com | ai_document_search:get_current_user:64 | Authenticated request — email='saahdev@example.com', role='SUPER_ADMIN'
2026-07-17 14:20:04,252 | INFO     | req=3f1b1dbc-3cd1-4a04-a519-b8cb5cbbfcc8 | user=- | ai_document_search:dispatch:68 | Request completed: GET /customers/10/users -> 200 in 5.4ms
2026-07-17 14:20:23,339 | INFO     | req=903b9ebd-1af5-4a43-8cb4-2c82cc367cb4 | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /auth/login
2026-07-17 14:20:23,340 | INFO     | req=903b9ebd-1af5-4a43-8cb4-2c82cc367cb4 | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /auth/login -> 200 in 0.84ms
2026-07-17 14:20:23,341 | INFO     | req=f8d76b9f-368c-4c3c-89fa-75ff265dface | user=- | ai_document_search:dispatch:39 | Request started: POST /auth/login
2026-07-17 14:20:23,549 | INFO     | req=f8d76b9f-368c-4c3c-89fa-75ff265dface | user=- | ai_document_search:login:66 | Login successful — email='ram@example.com', role='USER'
2026-07-17 14:20:23,550 | INFO     | req=f8d76b9f-368c-4c3c-89fa-75ff265dface | user=- | ai_document_search:dispatch:68 | Request completed: POST /auth/login -> 200 in 208.83ms
2026-07-17 14:20:23,553 | INFO     | req=0a9e7677-becc-4da3-87f7-1e07b578b4dd | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /users/me
2026-07-17 14:20:23,553 | INFO     | req=0a9e7677-becc-4da3-87f7-1e07b578b4dd | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /users/me -> 200 in 0.35ms
2026-07-17 14:20:23,555 | INFO     | req=6bb555a7-6393-440c-91c8-07b67e0c01a8 | user=- | ai_document_search:dispatch:39 | Request started: GET /users/me
2026-07-17 14:20:23,558 | DEBUG    | req=6bb555a7-6393-440c-91c8-07b67e0c01a8 | user=ram@example.com | ai_document_search:get_current_user:64 | Authenticated request — email='ram@example.com', role='USER'
2026-07-17 14:20:23,559 | INFO     | req=6bb555a7-6393-440c-91c8-07b67e0c01a8 | user=- | ai_document_search:dispatch:68 | Request completed: GET /users/me -> 200 in 4.56ms
2026-07-17 14:20:23,568 | INFO     | req=60e82f5a-af21-48ce-9eb0-d350af72427e | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /conversations
2026-07-17 14:20:23,568 | INFO     | req=85af4809-e274-46f1-a51f-ef39aa0a403e | user=- | ai_document_search:dispatch:39 | Request started: OPTIONS /conversations
2026-07-17 14:20:23,568 | INFO     | req=60e82f5a-af21-48ce-9eb0-d350af72427e | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /conversations -> 200 in 0.8ms
2026-07-17 14:20:23,569 | INFO     | req=85af4809-e274-46f1-a51f-ef39aa0a403e | user=- | ai_document_search:dispatch:68 | Request completed: OPTIONS /conversations -> 200 in 0.82ms
2026-07-17 14:20:23,570 | INFO     | req=c1ed120a-7d6d-4ffe-8510-6176642849cf | user=- | ai_document_search:dispatch:39 | Request started: GET /conversations
2026-07-17 14:20:23,572 | DEBUG    | req=c1ed120a-7d6d-4ffe-8510-6176642849cf | user=ram@example.com | ai_document_search:get_current_user:64 | Authenticated request — email='ram@example.com', role='USER'
